split,id,landmark_index,ere,ere_mm,true_radial_error_px,true_radial_error_mm
validation,RBS13504901_3R,3,5.190202713012695,0.3636833727359772,3.0,0.210213303565979
validation,RBS13504901_3R,4,4.527250289916992,0.31722933053970337,3.0,0.210213303565979
validation,RBS13504901_3R,5,4.765686988830566,0.3339366912841797,2.8284270763397217,0.19819100201129913
validation,RBS13504901_3R,6,4.934730052947998,0.34578195214271545,14.422204971313477,1.0105798244476318
validation,RBS13504901_3R,7,6.333181381225586,0.4437725841999054,8.0,0.5605688095092773
validation,RBS21593736_4L,1,21.894601821899414,1.5341788530349731,30.01666259765625,2.1033005714416504
validation,RBS21593736_4L,2,10.243510246276855,0.7177737951278687,14.317821502685547,1.0032655000686646
validation,RBS21593736_4L,3,7.033252716064453,0.49282747507095337,17.8885440826416,1.2534699440002441
validation,RBS21593736_4L,4,6.613498687744141,0.4634154736995697,3.605551242828369,0.25264495611190796
validation,RBS21593736_4L,5,10.901021003723145,0.7638466954231262,11.180339813232422,0.7834187150001526
validation,RBS21593736_4L,6,5.067291259765625,0.355070561170578,9.0,0.630639910697937
validation,RBS21593736_4L,7,10.624929428100586,0.7445002198219299,8.0,0.5605688095092773
validation,RBS13810323_6L,1,5.22601842880249,0.3661929965019226,0.0,0.0
validation,RBS13810323_6L,2,4.500277519226074,0.31533944606781006,3.1622776985168457,0.2215842753648758
validation,RBS13810323_6L,3,4.522396087646484,0.3168891668319702,1.4142135381698608,0.09909550100564957
validation,RBS13810323_6L,4,5.101954460144043,0.35749945044517517,5.385164737701416,0.37734442949295044
validation,RBS13810323_6L,5,4.631773471832275,0.3245531916618347,2.8284270763397217,0.19819100201129913
validation,RBS13810323_6L,6,6.39967679977417,0.4484326243400574,6.0,0.420426607131958
validation,RBS13810323_6L,7,6.354227066040039,0.4452477991580963,15.132745742797852,1.0603681802749634
validation,RBS17313864_3R,1,5.196264743804932,0.3641079068183899,3.1622776985168457,0.2215842753648758
validation,RBS17313864_3R,2,5.504119873046875,0.3856796622276306,3.0,0.210213303565979
validation,RBS17313864_3R,3,5.513667583465576,0.3863488733768463,0.0,0.0
validation,RBS17313864_3R,4,5.053561210632324,0.3541087508201599,5.385164737701416,0.37734442949295044
validation,RBS17313864_3R,5,5.021851539611816,0.3518866300582886,3.0,0.210213303565979
validation,RBS17313864_3R,6,5.342620849609375,0.37436333298683167,13.0,0.9109243154525757
validation,RBS17313864_3R,7,6.426635265350342,0.4503214657306671,3.0,0.210213303565979
validation,RBS16390452_3R,1,8.010795593261719,0.5613253116607666,16.124515533447266,1.1298625469207764
validation,RBS16390452_3R,2,6.162573337554932,0.4318183362483978,13.34166431427002,0.9348650574684143
validation,RBS16390452_3R,3,5.368854522705078,0.3762015104293823,0.0,0.0
